Café_name,Café_city,Venue_name,Venue_cat,Venue_catID
La Luck Brussels,Brussels,Bulle a Verre Leemans,Other Great Outdoors,4bf58dd8d48988d162941735
La Luck Brussels,Brussels,@ RD,Military Base,4e52adeebd41615f56317744
La Luck Brussels,Brussels,Sushiline,Sushi Restaurant,4bf58dd8d48988d1d2941735
La Luck Brussels,Brussels,Serbet Ways,Other Nightlife,4bf58dd8d48988d11a941735
La Luck Brussels,Brussels,Parc Buchholtzpark,Park,4bf58dd8d48988d163941735
La Luck Brussels,Brussels,Pharmacie Louise,Pharmacy,4bf58dd8d48988d10f951735
La Table Food & Games,Brussels,Cirque Royal / Koninklijk Circus (Koninklijk Circus),Concert Hall,5032792091d4c4b30a586d5c
La Table Food & Games,Brussels,Chez Max,Bar,4bf58dd8d48988d116941735
La Table Food & Games,Brussels,La table food and games,Burger Joint,4bf58dd8d48988d16c941735
La Table Food & Games,Brussels,Le Bier Circus,Belgian Restaurant,52e81612bcbc57f1066b7a02
La Table Food & Games,Brussels,Citron Vert,Thai Restaurant,4bf58dd8d48988d149941735
La Table Food & Games,Brussels,Brussels-North Railway Station (Station Brussel-Noord) (Station Brussel-Noord),Train Station,4bf58dd8d48988d129951735
La Table Food & Games,Brussels,Baraka't,Halal Restaurant,52e81612bcbc57f1066b79ff
La Table Food & Games,Brussels,Orde Van Vlaamse Balies,Non-Profit,50328a8e91d4c4b30a586d6c
La Table Food & Games,Brussels,My Little Cup,Coffee Shop,4bf58dd8d48988d1e0931735
La Table Food & Games,Brussels,Johan,Butcher,4bf58dd8d48988d11d951735
La Table Food & Games,Brussels,Place de la Liberté / Vrijheidsplein (Vrijheidsplein),Plaza,4bf58dd8d48988d164941735
La Table Food & Games,Brussels,Argo,Café,4bf58dd8d48988d16d941735
La Table Food & Games,Brussels,Titanic,Brasserie,57558b36e4b065ecebd306b0
La Table Food & Games,Brussels,Privacycommissie,Government Building,4bf58dd8d48988d126941735
La Table Food & Games,Brussels,ACOD Congresstraat,Conference Room,4bf58dd8d48988d127941735
La Table Food & Games,Brussels,European Civic Forum,Building,4bf58dd8d48988d130941735
La Table Food & Games,Brussels,Carnegie Europe,Non-Profit,50328a8e91d4c4b30a586d6c
La Table Food & Games,Brussels,Le Parterre,Concert Hall,5032792091d4c4b30a586d5c
La Table Food & Games,Brussels,Madou's Provence,Mediterranean Restaurant,4bf58dd8d48988d1c0941735
La Table Food & Games,Brussels,Starbucks,Coffee Shop,4bf58dd8d48988d1e0931735
La Table Food & Games,Brussels,Paul Tucker Personal Training,Gym / Fitness Center,4bf58dd8d48988d175941735
La Table Food & Games,Brussels,Fantastico,Italian Restaurant,4bf58dd8d48988d110941735
La Table Food & Games,Brussels,Al Solito Posto,Italian Restaurant,4bf58dd8d48988d110941735
La Table Food & Games,Brussels,L’Enfant Sauvage,Art Gallery,4bf58dd8d48988d1e2931735
La Table Food & Games,Brussels,N-VA Partijsecretariaat,Office,4bf58dd8d48988d124941735
La Table Food & Games,Brussels,StepStone,Office,4bf58dd8d48988d124941735
La Table Food & Games,Brussels,Wine Shack,Wine Bar,4bf58dd8d48988d123941735
La Table Food & Games,Brussels,Bonjour Colette,Restaurant,4bf58dd8d48988d1c4941735
La Table Food & Games,Brussels,Per Bacco,Italian Restaurant,4bf58dd8d48988d110941735
La Table Food & Games,Brussels,La Bottega,Italian Restaurant,4bf58dd8d48988d110941735
La Table Food & Games,Brussels,CHEZWaWa Royal,Burrito Place,4bf58dd8d48988d153941735
La Table Food & Games,Brussels,Manola 3,Thai Restaurant,4bf58dd8d48988d149941735
La Table Food & Games,Brussels,Congrès Dachsbeck,Elementary School,4f4533804b9074f6e4fb0105
La Table Food & Games,Brussels,Acod Brussel,Building,4bf58dd8d48988d130941735
La Table Food & Games,Brussels,Pizzeria Napoli,Pizza Place,4bf58dd8d48988d1ca941735
La Table Food & Games,Brussels,Manola,Thai Restaurant,4bf58dd8d48988d149941735
La Table Food & Games,Brussels,Mile End - Good Mood Food,Restaurant,4bf58dd8d48988d1c4941735
La Table Food & Games,Brussels,Pho Express,Noodle House,4bf58dd8d48988d1d1941735
La Table Food & Games,Brussels,Menthe & Safran,Moroccan Restaurant,4bf58dd8d48988d1c3941735
La Table Food & Games,Brussels,Ombudsdienst voor Energie,Government Building,4bf58dd8d48988d126941735
La Table Food & Games,Brussels,Le Bon Livre,Bookstore,4bf58dd8d48988d114951735
La Table Food & Games,Brussels,Marché Rendez-vous Gourmand,Market,50be8ee891d4fa8dcc7199a7
La Table Food & Games,Brussels,Sakura Ramen,Ramen Restaurant,55a59bace4b013909087cb24
La Table Food & Games,Brussels,Den Talurelekker,Belgian Restaurant,52e81612bcbc57f1066b7a02
La Table Food & Games,Brussels,GrooveStreet,Music Store,4bf58dd8d48988d1fe941735
La Table Food & Games,Brussels,Agora,Italian Restaurant,4bf58dd8d48988d110941735
La Table Food & Games,Brussels,Local 105,College Classroom,4bf58dd8d48988d1a0941735
La Table Food & Games,Brussels,Burotel,Conference Room,4bf58dd8d48988d127941735
La Table Food & Games,Brussels,Thai Corner,Thai Restaurant,4bf58dd8d48988d149941735
La Table Food & Games,Brussels,AXA,Bank,4bf58dd8d48988d10a951735
La Table Food & Games,Brussels,Propenda,Vacation Rental,56aa371be4b08b9a8d5734e1
La Table Food & Games,Brussels,Di Tommaso,Italian Restaurant,4bf58dd8d48988d110941735
La Table Food & Games,Brussels,Madou's Folie,Belgian Restaurant,52e81612bcbc57f1066b7a02
La Table Food & Games,Brussels,Ah Non Peut-être,Restaurant,4bf58dd8d48988d1c4941735
La Table Food & Games,Brussels,babel,Coffee Shop,4bf58dd8d48988d1e0931735
La Table Food & Games,Brussels,Conseil Superieur de la Justice (CSJ) / Hoge Raad voor Justitie (HRJ),Government Building,4bf58dd8d48988d126941735
La Table Food & Games,Brussels,École Supérieure d'Informatique | ESI,College Technology Building,4bf58dd8d48988d19f941735
La Table Food & Games,Brussels,Woods,Steakhouse,4bf58dd8d48988d1cc941735
La Table Food & Games,Brussels,banh mi,Steakhouse,4bf58dd8d48988d1cc941735
La Table Food & Games,Brussels,Salle du Conseil (Université Saint-Louis),College Administrative Building,4bf58dd8d48988d197941735
La Table Food & Games,Brussels,Fresh & Tasty,Sandwich Place,4bf58dd8d48988d1c5941735
La Table Food & Games,Brussels,Zaal 1 - Voorzitterschap,Government Building,4bf58dd8d48988d126941735
La Table Food & Games,Brussels,Oscarito Bar,Bar,4bf58dd8d48988d116941735
La Table Food & Games,Brussels,Bouddhas Berre,Bar,4bf58dd8d48988d116941735
La Table Food & Games,Brussels,iPhonebox,IT Services,52f2ab2ebcbc57f1066b8b36
La Table Food & Games,Brussels,DynaFin Consulting,Office,4bf58dd8d48988d124941735
La Table Food & Games,Brussels,deJuristen Brussels,Office,4bf58dd8d48988d124941735
La Table Food & Games,Brussels,YouConnect,Office,4bf58dd8d48988d124941735
La Table Food & Games,Brussels,Coiffeur Positif,Salon / Barbershop,4bf58dd8d48988d110951735
La Table Food & Games,Brussels,In Two Bootcamp,Gym / Fitness Center,4bf58dd8d48988d175941735
La Table Food & Games,Brussels,Studio Groupe FSE,Gym,4bf58dd8d48988d176941735
La Table Food & Games,Brussels,In two coaching,Gym,4bf58dd8d48988d176941735
La Table Food & Games,Brussels,Centrale Bibliotheek Belgisch Parlement,Library,4bf58dd8d48988d12f941735
La Table Food & Games,Brussels,Zuilenzaal,Building,4bf58dd8d48988d130941735
La Table Food & Games,Brussels,Tramezzini,Italian Restaurant,4bf58dd8d48988d110941735
La Table Food & Games,Brussels,Tailor At Work,Men's Store,4bf58dd8d48988d106951735
La Table Food & Games,Brussels,Club de Vin,Wine Shop,4bf58dd8d48988d119951735
La Table Food & Games,Brussels,Vergaderzaal Articok,Building,4bf58dd8d48988d130941735
La Table Food & Games,Brussels,Actua TV,Radio Station,5032856091d4c4b30a586d63
La Table Food & Games,Brussels,StepStone Basement,Office,4bf58dd8d48988d124941735
La Table Food & Games,Brussels,otb multitechnics,Business Center,56aa371be4b08b9a8d573517
La Table Food & Games,Brussels,Unécof,Non-Profit,50328a8e91d4c4b30a586d6c
La Table Food & Games,Brussels,congres dachsbeck,Elementary School,4f4533804b9074f6e4fb0105
La Table Food & Games,Brussels,Apotheek anghil,Pharmacy,4bf58dd8d48988d10f951735
La Table Food & Games,Brussels,Laboratoire D’informatique 403 HEB ESI,College Classroom,4bf58dd8d48988d1a0941735
La Table Food & Games,Brussels,Le P'tea Lunch,Restaurant,4bf58dd8d48988d1c4941735
La Table Food & Games,Brussels,Auditoire 004,College Auditorium,4bf58dd8d48988d1af941735
La Table Food & Games,Brussels,Kate's Bread,Bakery,4bf58dd8d48988d16a941735
La Table Food & Games,Brussels,N-VA fractie federaal,Office,4bf58dd8d48988d124941735
La Table Food & Games,Brussels,Royal Market,Convenience Store,4d954b0ea243a5684a65b473
La Table Food & Games,Brussels,Groupe FSE,Office,4bf58dd8d48988d124941735
La Table Food & Games,Brussels,Astek Belgium,Building,4bf58dd8d48988d130941735
La Table Food & Games,Brussels,EFA,Non-Profit,50328a8e91d4c4b30a586d6c
La Table Food & Games,Brussels,KBC,Bank,4bf58dd8d48988d10a951735
La Table Food & Games,Brussels,Le Salon,Salon / Barbershop,4bf58dd8d48988d110951735
La Table Food & Games,Brussels,Quelcirque,Arts & Crafts Store,4bf58dd8d48988d127951735
La Table Food & Games,Brussels,Cordonnerie Chokier,Locksmith,52f2ab2ebcbc57f1066b8b1e
Outpost Brussels,Brussels,Le Bier Circus,Belgian Restaurant,52e81612bcbc57f1066b7a02
Outpost Brussels,Brussels,Carrefour Express,Convenience Store,4d954b0ea243a5684a65b473
Outpost Brussels,Brussels,Baraka't,Halal Restaurant,52e81612bcbc57f1066b79ff
Outpost Brussels,Brussels,Brussels-North Railway Station (Station Brussel-Noord) (Station Brussel-Noord),Train Station,4bf58dd8d48988d129951735
Outpost Brussels,Brussels,La table food and games,Burger Joint,4bf58dd8d48988d16c941735
Outpost Brussels,Brussels,My Little Cup,Coffee Shop,4bf58dd8d48988d1e0931735
Outpost Brussels,Brussels,Johan,Butcher,4bf58dd8d48988d11d951735
Outpost Brussels,Brussels,Citron Vert,Thai Restaurant,4bf58dd8d48988d149941735
Outpost Brussels,Brussels,Orde Van Vlaamse Balies,Non-Profit,50328a8e91d4c4b30a586d6c
Outpost Brussels,Brussels,Argo,Café,4bf58dd8d48988d16d941735
Outpost Brussels,Brussels,Chez Max,Bar,4bf58dd8d48988d116941735
Outpost Brussels,Brussels,Titanic,Brasserie,57558b36e4b065ecebd306b0
Outpost Brussels,Brussels,Privacycommissie,Government Building,4bf58dd8d48988d126941735
Outpost Brussels,Brussels,Thai Corner,Thai Restaurant,4bf58dd8d48988d149941735
Outpost Brussels,Brussels,Ah Non Peut-être,Restaurant,4bf58dd8d48988d1c4941735
Outpost Brussels,Brussels,Paul Tucker Personal Training,Gym / Fitness Center,4bf58dd8d48988d175941735
Outpost Brussels,Brussels,Nataneli,Food & Drink Shop,4bf58dd8d48988d1f9941735
Outpost Brussels,Brussels,L’Enfant Sauvage,Art Gallery,4bf58dd8d48988d1e2931735
Outpost Brussels,Brussels,N-VA Partijsecretariaat,Office,4bf58dd8d48988d124941735
Outpost Brussels,Brussels,Cirque Royal / Koninklijk Circus (Koninklijk Circus),Concert Hall,5032792091d4c4b30a586d5c
Outpost Brussels,Brussels,StepStone,Office,4bf58dd8d48988d124941735
Outpost Brussels,Brussels,Efbh-Efbww,Building,4bf58dd8d48988d130941735
Outpost Brussels,Brussels,Wine Shack,Wine Bar,4bf58dd8d48988d123941735
Outpost Brussels,Brussels,Agora,Italian Restaurant,4bf58dd8d48988d110941735
Outpost Brussels,Brussels,Bonjour Colette,Restaurant,4bf58dd8d48988d1c4941735
Outpost Brussels,Brussels,Fantastico,Italian Restaurant,4bf58dd8d48988d110941735
Outpost Brussels,Brussels,La Bottega,Italian Restaurant,4bf58dd8d48988d110941735
Outpost Brussels,Brussels,Per Bacco,Italian Restaurant,4bf58dd8d48988d110941735
Outpost Brussels,Brussels,Menthe & Safran,Moroccan Restaurant,4bf58dd8d48988d1c3941735
Outpost Brussels,Brussels,Sakura Ramen,Ramen Restaurant,55a59bace4b013909087cb24
Outpost Brussels,Brussels,Ombudsdienst voor Energie,Government Building,4bf58dd8d48988d126941735
Outpost Brussels,Brussels,Minami Japan restaurant 🇯🇵,Japanese Restaurant,4bf58dd8d48988d111941735
Outpost Brussels,Brussels,Al Solito Posto,Italian Restaurant,4bf58dd8d48988d110941735
Outpost Brussels,Brussels,Rigoletto,Italian Restaurant,4bf58dd8d48988d110941735
Outpost Brussels,Brussels,Ethnic Foods,Sandwich Place,4bf58dd8d48988d1c5941735
Outpost Brussels,Brussels,Marché Rendez-vous Gourmand,Market,50be8ee891d4fa8dcc7199a7
Outpost Brussels,Brussels,Manola 3,Thai Restaurant,4bf58dd8d48988d149941735
Outpost Brussels,Brussels,Congrès Dachsbeck,Elementary School,4f4533804b9074f6e4fb0105
Outpost Brussels,Brussels,Pizzeria Napoli,Pizza Place,4bf58dd8d48988d1ca941735
Outpost Brussels,Brussels,D|M&S Brussels,Building,4bf58dd8d48988d130941735
Outpost Brussels,Brussels,Le Parterre,Concert Hall,5032792091d4c4b30a586d5c
Outpost Brussels,Brussels,Carnegie Europe,Non-Profit,50328a8e91d4c4b30a586d6c
Outpost Brussels,Brussels,Le Bon Livre,Bookstore,4bf58dd8d48988d114951735
Outpost Brussels,Brussels,Manola,Thai Restaurant,4bf58dd8d48988d149941735
Outpost Brussels,Brussels,CHEZWaWa Royal,Burrito Place,4bf58dd8d48988d153941735
Outpost Brussels,Brussels,Pho Express,Noodle House,4bf58dd8d48988d1d1941735
Outpost Brussels,Brussels,Den Talurelekker,Belgian Restaurant,52e81612bcbc57f1066b7a02
Outpost Brussels,Brussels,Madou's Folie,Belgian Restaurant,52e81612bcbc57f1066b7a02
Outpost Brussels,Brussels,Di Tommaso,Italian Restaurant,4bf58dd8d48988d110941735
Outpost Brussels,Brussels,AXA,Bank,4bf58dd8d48988d10a951735
Outpost Brussels,Brussels,Local 105,College Classroom,4bf58dd8d48988d1a0941735
Outpost Brussels,Brussels,banh mi,Steakhouse,4bf58dd8d48988d1cc941735
Outpost Brussels,Brussels,Conseil Superieur de la Justice (CSJ) / Hoge Raad voor Justitie (HRJ),Government Building,4bf58dd8d48988d126941735
Outpost Brussels,Brussels,Woods,Steakhouse,4bf58dd8d48988d1cc941735
Outpost Brussels,Brussels,Minami,Japanese Restaurant,4bf58dd8d48988d111941735
Outpost Brussels,Brussels,Fresh & Tasty,Sandwich Place,4bf58dd8d48988d1c5941735
Outpost Brussels,Brussels,Zaal 1 - Voorzitterschap,Government Building,4bf58dd8d48988d126941735
Outpost Brussels,Brussels,Oscarito Bar,Bar,4bf58dd8d48988d116941735
Outpost Brussels,Brussels,Salle du Conseil (Université Saint-Louis),College Administrative Building,4bf58dd8d48988d197941735
Outpost Brussels,Brussels,Bouddhas Berre,Bar,4bf58dd8d48988d116941735
Outpost Brussels,Brussels,Studio Groupe FSE,Gym,4bf58dd8d48988d176941735
Outpost Brussels,Brussels,In Two Bootcamp,Gym / Fitness Center,4bf58dd8d48988d175941735
Outpost Brussels,Brussels,In two coaching,Gym,4bf58dd8d48988d176941735
Outpost Brussels,Brussels,Edutec Vzw,Office,4bf58dd8d48988d124941735
Outpost Brussels,Brussels,Vergaderzaal Articok,Building,4bf58dd8d48988d130941735
Outpost Brussels,Brussels,Tailor At Work,Men's Store,4bf58dd8d48988d106951735
Outpost Brussels,Brussels,Club de Vin,Wine Shop,4bf58dd8d48988d119951735
Outpost Brussels,Brussels,StepStone Basement,Office,4bf58dd8d48988d124941735
Outpost Brussels,Brussels,Unécof,Non-Profit,50328a8e91d4c4b30a586d6c
Outpost Brussels,Brussels,KBC,Bank,4bf58dd8d48988d10a951735
Outpost Brussels,Brussels,Le salon - by de Selys Longchamps,Salon / Barbershop,4bf58dd8d48988d110951735
Outpost Brussels,Brussels,Laboratoire D’informatique 403 HEB ESI,College Classroom,4bf58dd8d48988d1a0941735
Outpost Brussels,Brussels,Apotheek anghil,Pharmacy,4bf58dd8d48988d10f951735
Outpost Brussels,Brussels,Kate's Bread,Bakery,4bf58dd8d48988d16a941735
Outpost Brussels,Brussels,Le P'tea Lunch,Restaurant,4bf58dd8d48988d1c4941735
Outpost Brussels,Brussels,Groupe FSE,Office,4bf58dd8d48988d124941735
Outpost Brussels,Brussels,Tramezzini,Italian Restaurant,4bf58dd8d48988d110941735
Outpost Brussels,Brussels,Wine Shack,Lounge,4bf58dd8d48988d121941735
Outpost Brussels,Brussels,Auditoire 004,College Auditorium,4bf58dd8d48988d1af941735
Outpost Brussels,Brussels,Le Bourbon,Bar,4bf58dd8d48988d116941735
Outpost Brussels,Brussels,N-VA fractie federaal,Office,4bf58dd8d48988d124941735
Outpost Brussels,Brussels,Royal Market,Convenience Store,4d954b0ea243a5684a65b473
Outpost Brussels,Brussels,HQ Clarysse,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Outpost Brussels,Brussels,Fedesco,Non-Profit,50328a8e91d4c4b30a586d6c
Outpost Brussels,Brussels,Sales Department,Office,4bf58dd8d48988d124941735
Outpost Brussels,Brussels,Quelcirque,Arts & Crafts Store,4bf58dd8d48988d127951735
Outpost Brussels,Brussels,santorin pitta,Greek Restaurant,4bf58dd8d48988d10e941735
Outpost Brussels,Brussels,Cordonnerie Chokier,Locksmith,52f2ab2ebcbc57f1066b8b1e
Outpost Brussels,Brussels,GQ,Historic Site,4deefb944765f83613cdba6e
Outpost Brussels,Brussels,DDEmbryo HQ,Tech Startup,4bf58dd8d48988d125941735
Outpost Brussels,Brussels,The Angkorian,Massage Studio,52f2ab2ebcbc57f1066b8b3c
Outpost Brussels,Brussels,the network,Office,4bf58dd8d48988d124941735
Outpost Brussels,Brussels,Coiffeur Georges,Salon / Barbershop,4bf58dd8d48988d110951735
Outpost Brussels,Brussels,Boondoggle,Office,4bf58dd8d48988d124941735
Outpost Brussels,Brussels,Le Salon,Salon / Barbershop,4bf58dd8d48988d110951735
Outpost Brussels,Brussels,Centrale Bibliotheek Belgisch Parlement,Library,4bf58dd8d48988d12f941735
Outpost Brussels,Brussels,Villa Vanhaecke,Building,4bf58dd8d48988d130941735
Kings and Queens,Brussels,Sterling Books,Bookstore,4bf58dd8d48988d114951735
Kings and Queens,Brussels,Orys Advocaten,Lawyer,52f2ab2ebcbc57f1066b8b3f
Kings and Queens,Brussels,Manouche Caravane Tattoo,Tattoo Parlor,4bf58dd8d48988d1de931735
Kings and Queens,Brussels,De Brouckère (MIVB | De Lijn),Metro Station,4bf58dd8d48988d1fd931735
Kings and Queens,Brussels,Gare de Bruxelles-Central / Station Brussel-Centraal (Station Brussel-Centraal),Train Station,4bf58dd8d48988d129951735
Kings and Queens,Brussels,Anticyclone des Açores,Bookstore,4bf58dd8d48988d114951735
Kings and Queens,Brussels,Frank.,Coffee Shop,4bf58dd8d48988d1e0931735
Kings and Queens,Brussels,Hémispheres,Indian Restaurant,4bf58dd8d48988d10f941735
Kings and Queens,Brussels,BYP,Pilates Studio,5744ccdfe4b0c0459246b4b2
Kings and Queens,Brussels,ZARA,Clothing Store,4bf58dd8d48988d103951735
Kings and Queens,Brussels,BYP,Yoga Studio,4bf58dd8d48988d102941735
Kings and Queens,Brussels,Wolf,Food Court,4bf58dd8d48988d120951735
Kings and Queens,Brussels,Poke Club,Poke Place,5bae9231bedf3950379f89d4
Kings and Queens,Brussels,Carrefour Market,Supermarket,52f2ab2ebcbc57f1066b8b46
Kings and Queens,Brussels,De Munt / La Monnaie (De Munt),Opera House,4bf58dd8d48988d136941735
Kings and Queens,Brussels,Notaire Dupont,Notary,5ae95d208a6f17002ce792b2
Kings and Queens,Brussels,MM TEX STYLE,School,4bf58dd8d48988d13b941735
Kings and Queens,Brussels,Foot Locker,Clothing Store,4bf58dd8d48988d103951735
Kings and Queens,Brussels,The Dominican,Hotel,4bf58dd8d48988d1fa931735
Kings and Queens,Brussels,Backstage,Karaoke Bar,4bf58dd8d48988d120941735
Kings and Queens,Brussels,Interparking,Parking,4c38df4de52ce0d596b336e1
Kings and Queens,Brussels,The Dominican GYM,Gym / Fitness Center,4bf58dd8d48988d175941735
Kings and Queens,Brussels,Dierendonck,Butcher,4bf58dd8d48988d11d951735
Kings and Queens,Brussels,Hanoi Station,Vietnamese Restaurant,4bf58dd8d48988d14a941735
Kings and Queens,Brussels,La Piola Pizza,Pizza Place,4bf58dd8d48988d1ca941735
Kings and Queens,Brussels,Coffee Fellows,Coffee Shop,4bf58dd8d48988d1e0931735
Kings and Queens,Brussels,easyHotel,Hotel,4bf58dd8d48988d1fa931735
Kings and Queens,Brussels,WE,Clothing Store,4bf58dd8d48988d103951735
Kings and Queens,Brussels,De Ambrassade,Building,4bf58dd8d48988d130941735
Kings and Queens,Brussels,Randstad,Recruiting Agency,52f2ab2ebcbc57f1066b8b57
Kings and Queens,Brussels,My Tannour,Syrian Restaurant,5bae9231bedf3950379f89da
Kings and Queens,Brussels,Café de l'Opéra,Brasserie,57558b36e4b065ecebd306b0
Kings and Queens,Brussels,deBuren,Cultural Center,52e81612bcbc57f1066b7a32
Kings and Queens,Brussels,Belgoo Brewpub,Brewery,50327c8591d4c4b30a586d5d
Kings and Queens,Brussels,Lemesre,Accessories Store,4bf58dd8d48988d102951735
Kings and Queens,Brussels,Toukoul to go,African Restaurant,4bf58dd8d48988d1c8941735
Kings and Queens,Brussels,Les Super Filles du Tram,Burger Joint,4bf58dd8d48988d16c941735
Kings and Queens,Brussels,Samouraï Ramen,Ramen Restaurant,55a59bace4b013909087cb24
Kings and Queens,Brussels,Samourai,Japanese Restaurant,4bf58dd8d48988d111941735
Kings and Queens,Brussels,"Ecole de stylisme et modelisme, haute couture",College Arts Building,4bf58dd8d48988d199941735
Kings and Queens,Brussels,Belga Queen,Brasserie,57558b36e4b065ecebd306b0
Kings and Queens,Brussels,Chambon Gourmet Bar,Sandwich Place,4bf58dd8d48988d1c5941735
Kings and Queens,Brussels,Vincent Denis,Dessert Shop,4bf58dd8d48988d1d0941735
Kings and Queens,Brussels,Jus,Juice Bar,4bf58dd8d48988d112941735
Kings and Queens,Brussels,De Ateliers Van De Munt,General Entertainment,4bf58dd8d48988d1f1931735
Kings and Queens,Brussels,solebox,Clothing Store,4bf58dd8d48988d103951735
Kings and Queens,Brussels,Grand Lounge,Modern European Restaurant,52e81612bcbc57f1066b79f9
Kings and Queens,Brussels,L'Intermezzo,Italian Restaurant,4bf58dd8d48988d110941735
Kings and Queens,Brussels,BNP Paribas Fortis,Office,4bf58dd8d48988d124941735
Kings and Queens,Brussels,Hello Nails,Nail Salon,4f04aa0c2fb6e1c99f3db0b8
Kings and Queens,Brussels,Allfin Chambon,Office,4bf58dd8d48988d124941735
Kings and Queens,Brussels,Samoerai,Japanese Restaurant,4bf58dd8d48988d111941735
Kings and Queens,Brussels,Seniorencentrum,Meeting Room,4bf58dd8d48988d100941735
Kings and Queens,Brussels,Taalunie,Office,4bf58dd8d48988d124941735
Kings and Queens,Brussels,Expressielokaal @ HUB,College Classroom,4bf58dd8d48988d1a0941735
Kings and Queens,Brussels,Vlaamse Jeugdraad,Non-Profit,50328a8e91d4c4b30a586d6c
Kings and Queens,Brussels,Brussels garden,Belgian Restaurant,52e81612bcbc57f1066b7a02
Kings and Queens,Brussels,Calzedonia,Lingerie Store,4bf58dd8d48988d109951735
Kings and Queens,Brussels,The Phonehouse,Electronics Store,4bf58dd8d48988d122951735
Kings and Queens,Brussels,Always On,Shoe Store,4bf58dd8d48988d107951735
Kings and Queens,Brussels,L’Essence Sauvage,Farmers Market,4bf58dd8d48988d1fa941735
Kings and Queens,Brussels,La Monnaie Residence,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Kings and Queens,Brussels,MMMunt,Public Art,507c8c4091d498d9fc8c67a9
Kings and Queens,Brussels,JAC Brussel,Non-Profit,50328a8e91d4c4b30a586d6c
Kings and Queens,Brussels,algemene centrale abvv,Office,4bf58dd8d48988d124941735
Kings and Queens,Brussels,Salle Malibran,Comedy Club,4bf58dd8d48988d18e941735
Kings and Queens,Brussels,Patio +5,Library,4bf58dd8d48988d12f941735
Kings and Queens,Brussels,Leesstraat,Library,4bf58dd8d48988d12f941735
Kings and Queens,Brussels,H&M,Clothing Store,4bf58dd8d48988d103951735
Kings and Queens,Brussels,SmartWork Monnaie,Business Center,56aa371be4b08b9a8d573517
Kings and Queens,Brussels,Fiocco Zaal,Opera House,4bf58dd8d48988d136941735
Kings and Queens,Brussels,Time Square,Jewelry Store,4bf58dd8d48988d111951735
Kings and Queens,Brussels,United Colors of Benetton,Clothing Store,4bf58dd8d48988d103951735
Kings and Queens,Brussels,Club Cigars Belga queen,Smoke Shop,4bf58dd8d48988d123951735
Kings and Queens,Brussels,Snack Grec Plaka,Snack Place,4bf58dd8d48988d1c7941735
Kings and Queens,Brussels,Women' Secret,Lingerie Store,4bf58dd8d48988d109951735
Kings and Queens,Brussels,Huxley Belgium HQ,Recruiting Agency,52f2ab2ebcbc57f1066b8b57
Kings and Queens,Brussels,Z&Co,Kids Store,4bf58dd8d48988d105951735
Kings and Queens,Brussels,Allfin Sales,Office,4bf58dd8d48988d124941735
Kings and Queens,Brussels,Le Coffre,Speakeasy,4bf58dd8d48988d1d4941735
Kings and Queens,Brussels,Tali’s Bar,Bar,4bf58dd8d48988d116941735
Kings and Queens,Brussels,Coffee Fellows,Coffee Shop,4bf58dd8d48988d1e0931735
Kings and Queens,Brussels,Maria Baers,Government Building,4bf58dd8d48988d126941735
Kings and Queens,Brussels,Zaal De Wolken,Auditorium,4bf58dd8d48988d173941735
Kings and Queens,Brussels,Lounge @ The Dominican,Hotel Bar,4bf58dd8d48988d1d5941735
Kings and Queens,Brussels,Bistro,Bistro,52e81612bcbc57f1066b79f1
Kings and Queens,Brussels,AIESEC HUB Office,Fraternity House,4bf58dd8d48988d1b0941735
Kings and Queens,Brussels,Gudjon / Runar,Residential Building (Apartment / Condo),4d954b06a243a5684965b473
Kings and Queens,Brussels,WYCON,Cosmetics Shop,4bf58dd8d48988d10c951735
Kings and Queens,Brussels,H&M - siège social,Building,4bf58dd8d48988d130941735
Kings and Queens,Brussels,instima,University,4bf58dd8d48988d1ae941735
Kings and Queens,Brussels,Mmmbar,Wine Bar,4bf58dd8d48988d123941735
Kings and Queens,Brussels,Koorzaal/Salle De Choeur,Music Venue,4bf58dd8d48988d1e5931735
Kings and Queens,Brussels,S.O. Hennes & Mauritz,Conference Room,4bf58dd8d48988d127941735
Kings and Queens,Brussels,Falafel Liban,Falafel Restaurant,4bf58dd8d48988d10b941735
Kings and Queens,Brussels,Paternosterzaal,College Auditorium,4bf58dd8d48988d1af941735
Kings and Queens,Brussels,off art bourse bruxelles,Art Gallery,4bf58dd8d48988d1e2931735
OutPost Gamecenter,Gent,Proxy Delhaize,Supermarket,52f2ab2ebcbc57f1066b8b46
OutPost Gamecenter,Gent,A.C.G. Carrosserie,Automotive Shop,4bf58dd8d48988d124951735
OutPost Gamecenter,Gent,Boekhandel Walry,Bookstore,4bf58dd8d48988d114951735
OutPost Gamecenter,Gent,FARYS,Office,4bf58dd8d48988d124941735
OutPost Gamecenter,Gent,Auditorium 5,College Auditorium,4bf58dd8d48988d1af941735
OutPost Gamecenter,Gent,Friet Lounge,Friterie,55d25775498e9f6a0816a37a
OutPost Gamecenter,Gent,Heuvelpoort frituur-snack,Friterie,55d25775498e9f6a0816a37a
OutPost Gamecenter,Gent,Maison W,Bar,4bf58dd8d48988d116941735
OutPost Gamecenter,Gent,#Falafel,Falafel Restaurant,4bf58dd8d48988d10b941735
